Facility_ID,City,State,County,Total_Admissions,ReadmissionRate,HAI_1_SIR,HAI_2_SIR,HAI_5_SIR,HAI_6_SIR,PSI_3,PSI_6,PSI_8,PSI_9,PSI_10,PSI_11,PSI_12,PSI_13,PSI_14,PSI_15,PSI_90,H_Comp_1,H_Comp_2,H_Comp_3,H_Comp_5,H_Comp_6,H_Comp_7,H_Comp_Cl,H_Comp_Qt,H_Comp_Ov,AMI_TA_PROP,COPD_TA_PROP,HF_TA_PROP,HIPKNEE_TA_PROP,PN_TA_PROP,ED_MEDIAN_VISIT_MINS,ED_LEFT_NOT_SEEN_%,ED_VOLUME,%_SEPSIS_CARE,%_HCWs_FLU_VAX,2018to2020_PCPI,Population_2019,MEDIAN_AGE_TOT
330201,BROOKLYN,NY,Kings,320,16.6,2.641,0.853,0.632,0.377,1.741791,0.251349,0.093142,2.4056439999999997,,,3.121286,,0.8505879999999999,1.1196780000000002,1.2990389999999998,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.096875,0.221875,0.35625,,0.43125,202,,,75,65,55182.333333333336,2559903.0,35.7
330202,BROOKLYN,NY,Kings,356,17.0,0.688,1.252,0.779,0.563,2.155057,0.21794000000000002,0.094286,2.405472,1.402477,8.12973,3.694954,5.942531,0.8511110000000001,1.473511,1.601214,2.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,,0.07303370786516854,0.37359550561797755,,0.22752808988764045,202,10,very high,22,53,55182.333333333336,2559903.0,35.7
330203,SYRACUSE,NY,Onondaga,1505,16.0,0.843,0.484,0.759,0.265,0.519702,0.21358000000000002,0.089037,2.4300900000000003,1.548953,3.41929,2.8244759999999998,4.791254,0.946408,1.28065,0.885583,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,0.08704318936877077,0.14551495016611296,0.31827242524916943,0.36079734219269105,0.3122923588039867,175,0,very high,52,83,55307.333333333336,460528.0,39.4
330204,NEW YORK,NY,New York,406,16.4,2.176,2.322,1.191,0.574,0.8582989999999999,0.211454,0.09378,2.73001,1.383781,4.608858000000001,4.203328,5.069993,0.846476,1.072989,1.094719,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.1896551724137931,0.08374384236453201,0.1724137931034483,,0.1206896551724138,198,3,very high,41,83,187657.33333333334,1628706.0,37.8
330205,WARWICK,NY,Orange,241,15.6,,,,0.368,0.42454,0.224827,0.09453099999999999,2.475732,1.411143,4.643022,3.185457,4.762859,0.855049,1.1707,0.9046549999999999,4.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,,0.3817427385892116,0.5228215767634855,0.7012448132780082,0.7883817427385892,137,,,56,87,54074.0,384940.0,36.8
330208,YONKERS,NY,Westchester,1036,17.2,1.191,1.871,0.0,0.496,0.16988399999999998,0.205012,0.09049600000000001,2.452775,1.380471,5.029247,2.842689,4.369325,0.8358,1.40116,0.806443,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,0.026061776061776062,0.20366795366795368,0.4034749034749035,0.14092664092664092,0.3967181467181467,209,2,high,45,58,111558.33333333333,967506.0,41.3
33020F,BROOKLYN,NY,Kings,646,18.3,,0.0,,,0.279834,0.251473,0.10603900000000001,2.3359330000000003,1.360479,4.236321,3.4412540000000003,4.401423,0.976663,2.124652,0.8780620000000001,,,,,,,,,,0.08668730650154799,0.22445820433436534,0.39009287925696595,0.08978328173374613,0.22136222910216719,,,,,,55182.333333333336,2559903.0,35.7
330211,OGDENSBURG,NY,Saint Lawrence,205,15.2,2.132,0.775,,1.282,1.005892,0.226162,0.095078,2.520881,1.416651,4.820697,3.3812269999999995,4.808237,0.855748,1.165435,1.09049,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,,0.4146341463414634,0.28292682926829266,0.16097560975609757,0.7268292682926829,124,1,low,87,74,40038.0,107740.0,39.4
330214,NEW YORK,NY,New York,7835,15.2,0.867,0.748,0.517,0.514,0.339673,0.162442,0.070426,2.230157,1.1220350000000001,2.79787,3.553324,2.8977060000000003,0.798539,0.850339,0.70121,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,0.059859604339502236,0.05475430759412891,0.21301850670070197,0.3446075303126994,0.20548819400127633,191,1,very high,75,98,187657.33333333334,1628706.0,37.8
330215,ROME,NY,Oneida,267,16.6,,,,0.916,2.05574,0.22395199999999998,0.094736,2.504909,1.4127450000000001,4.829129,3.3591339999999996,,0.853856,1.16182,1.38917,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,,0.49063670411985016,0.4681647940074906,,0.5842696629213483,154,1,medium,59,83,46882.333333333336,228671.0,40.9
330218,OSWEGO,NY,Oswego,312,14.9,,0.0,,0.49,0.36693200000000004,0.22216,0.094176,2.4844049999999998,1.4124709999999998,4.8212779999999995,3.845811,4.788958,0.8508610000000001,1.1212280000000001,0.9281389999999999,4.0,3.0,3.0,4.0,4.0,2.0,5.0,2.0,3.0,0.13782051282051283,0.4230769230769231,0.6314102564102564,0.1346153846153846,0.8525641025641025,154,2,medium,45,72,42774.666666666664,117124.0,40.4
330219,BUFFALO,NY,Erie,563,14.7,0.346,0.514,0.976,0.674,2.382775,0.209208,0.090915,2.7488,1.8664990000000001,5.332845,5.379669,5.10171,0.83394,1.3492709999999999,1.6545290000000001,3.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,,0.152753108348135,0.2024866785079929,0.6092362344582594,0.2344582593250444,248,,,41,78,53149.0,918702.0,40.3
330221,BROOKLYN,NY,Kings,341,15.9,0.195,0.785,0.466,0.411,0.9466629999999999,0.331629,0.09281299999999999,2.3513580000000003,1.414911,4.892593,3.0552900000000003,4.8375639999999995,0.8513719999999999,1.4901719999999998,1.084352,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.12316715542521994,0.26392961876832843,0.3841642228739003,,0.4780058651026393,199,3,very high,69,62,55182.333333333336,2559903.0,35.7
330222,SARATOGA SPRINGS,NY,Saratoga,953,14.2,0.723,0.942,0.444,0.342,0.183228,0.192167,0.09080099999999999,2.419836,1.343633,7.224053,3.254528,4.490282,0.983233,1.2442440000000001,0.8978440000000001,5.0,4.0,5.0,3.0,4.0,3.0,5.0,2.0,4.0,0.08814270724029381,0.29485834207764955,0.3242392444910808,0.4879328436516264,0.4428121720881427,201,,,76,99,73209.0,229863.0,43.1
330226,ROCHESTER,NY,Monroe,812,16.6,0.436,0.475,0.476,0.757,0.437366,0.202979,0.09156900000000001,2.604186,1.340121,4.229749,3.322281,5.009327,0.831887,1.007775,0.903853,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,0.09113300492610837,0.16748768472906403,0.45566502463054187,0.41133004926108374,0.4187192118226601,235,2,high,45,82,54882.0,741770.0,39.4
330231,JAMAICA,NY,Queens,263,15.5,0.798,1.207,0.287,0.392,0.273993,0.21936599999999998,0.09450800000000001,3.000546,,,3.988341,,0.85724,1.1556879999999998,0.92522,2.0,4.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,,0.22053231939163498,0.34220532319391633,,0.5133079847908745,215,,,24,73,52609.0,2253858.0,39.6
330233,BROOKLYN,NY,Kings,417,16.8,0.624,0.659,0.505,0.363,2.852445,0.35783000000000004,0.093794,2.290136,1.409451,4.7601949999999995,3.871422,5.292771,0.8473430000000001,1.773897,1.7040540000000002,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.1079136690647482,0.2278177458033573,0.33573141486810554,,0.2182254196642686,175,,,35,54,55182.333333333336,2559903.0,35.7
330234,VALHALLA,NY,Westchester,1555,16.6,1.01,0.832,0.848,0.85,2.763528,0.22679499999999997,0.10035,4.187848000000001,1.223668,4.9610129999999995,5.444630999999999,6.235405,1.065709,0.9346190000000001,1.794289,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.22958199356913184,0.1067524115755627,0.20964630225080386,0.1909967845659164,0.16977491961414792,233,2,very high,59,90,111558.33333333333,967506.0,41.3
330235,AUBURN,NY,Cayuga,504,16.1,1.517,0.635,,0.0,0.282783,0.218863,0.093587,2.462062,1.41064,4.6752769999999995,3.0511619999999997,4.822602,0.8489899999999999,1.131622,0.8582780000000001,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,0.498015873015873,0.6607142857142857,0.10119047619047619,0.6944444444444444,153,1,medium,50,,45010.333333333336,76576.0,43.5
330236,BROOKLYN,NY,Kings,1910,15.7,0.668,0.56,0.335,0.712,1.379872,0.175002,0.083,1.93783,2.0784700000000003,4.796634,3.8195949999999996,5.260922,0.814976,1.454644,1.2705739999999999,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,0.0905759162303665,0.15026178010471203,0.4361256544502618,0.09267015706806282,0.36020942408376966,208,2,very high,60,86,55182.333333333336,2559903.0,35.7
330239,JAMESTOWN,NY,Chautauqua,444,14.9,1.871,0.683,1.596,0.631,0.302302,0.217904,0.093795,2.4378919999999997,1.384119,4.353086,3.5143230000000005,4.474369,1.00299,1.452616,0.8704540000000001,3.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,,0.3761261261261261,0.49099099099099097,0.1036036036036036,0.5630630630630631,142,2,medium,57,99,42233.333333333336,126903.0,43.0
330241,SYRACUSE,NY,Onondaga,1945,16.1,0.463,1.181,0.448,0.383,2.726584,0.172061,0.08733099999999999,2.1476290000000002,1.9573759999999998,4.661192,4.374385,5.364424,1.032901,2.2747610000000003,1.7115029999999998,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,0.05244215938303342,0.14910025706940874,0.1953727506426735,0.18766066838046272,0.22982005141388176,220,1,very high,28,81,55307.333333333336,460528.0,39.4
330245,UTICA,NY,Oneida,1096,14.6,1.236,1.087,0.866,1.355,3.655035,0.188181,0.102061,2.823219,1.234794,6.631054,4.290622,5.036478,0.8206600000000001,0.969242,1.946993,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.2563868613138686,0.23722627737226276,0.4844890510948905,0.4005474452554745,0.3731751824817518,170,,,37,56,46882.333333333336,228671.0,40.9
330246,PORT JEFFERSON,NY,Suffolk,632,16.1,0.0,1.453,0.0,0.478,0.612959,0.215092,0.10435799999999999,2.5569830000000002,1.933934,5.867996,3.8726519999999995,5.5552209999999995,0.8411299999999999,1.054049,1.1021459999999998,4.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,,0.2468354430379747,0.24208860759493672,0.8227848101265823,0.3037974683544304,164,3,medium,77,70,72700.66666666667,1476601.0,42.0
33024F,SYRACUSE,NY,Onondaga,1251,18.6,0.0,0.653,,,0.201786,0.249335,0.152874,2.335329,1.504527,4.7142800000000005,3.0857330000000003,4.208394,0.970952,1.235228,0.8290799999999999,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,0.06954436450839328,0.29096722621902477,0.2997601918465228,0.14628297362110312,0.42366107114308554,,,,,,55307.333333333336,460528.0,39.4
330250,PLATTSBURGH,NY,Clinton,1102,15.0,0.288,0.761,0.0,0.91,0.162493,0.188634,0.103574,2.492286,,,3.06086,,0.8205020000000001,1.593897,0.8598950000000001,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0.2676950998185118,0.3566243194192377,0.3938294010889292,0.1987295825771325,0.3765880217785844,228,2,high,50,77,45455.666666666664,80485.0,40.4
330259,ROCKVILLE CENTRE,NY,Nassau,883,15.8,0.0,0.0,0.606,0.496,4.784274,0.238217,0.091698,2.516485,1.404667,5.688991000000001,5.351992,4.451519,0.8415940000000001,1.38391,2.292348,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,0.05889014722536806,0.23556058890147225,0.32276330690826727,0.07814269535673839,0.39637599093997733,212,,,72,69,92551.33333333333,1356924.0,41.8
330261,SLEEPY HOLLOW,NY,Westchester,899,15.0,1.002,2.771,0.0,0.774,0.463027,0.27253299999999997,0.090602,2.1592759999999998,1.3320670000000001,4.687844999999999,2.905528,5.193482,0.841327,0.983908,0.914911,3.0,4.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,0.03114571746384872,0.13681868743047831,0.26585094549499444,0.5528364849833148,0.3292547274749722,190,0,medium,70,78,111558.33333333333,967506.0,41.3
330264,NEWBURGH,NY,Orange,1168,15.4,0.0,0.434,0.483,0.582,2.2948209999999998,0.23387,0.090765,2.49085,1.359612,3.8767910000000003,4.6652059999999995,4.303632,0.983043,0.973672,1.464521,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,0.1327054794520548,0.20804794520547945,0.3570205479452055,0.2996575342465753,0.538527397260274,164,1,high,88,68,54074.0,384940.0,36.8
330267,CORTLANDT MANOR,NY,Westchester,977,14.7,1.846,1.281,0.865,0.726,0.195778,0.23729899999999998,0.091503,2.527269,1.381592,5.066477,3.75254,4.401306,0.8368200000000001,0.996826,0.859043,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0.06653019447287616,0.23643807574206754,0.46980552712384854,0.25281473899692936,0.5087001023541453,152,0,medium,72,93,111558.33333333333,967506.0,41.3
330270,NEW YORK,NY,New York,2459,11.5,0.475,0.975,0.0,0.212,0.140549,0.200935,0.096842,2.6439060000000003,1.041137,1.120528,3.433356,4.163606,0.832541,1.227966,0.67583,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,,,,,,,,,,98,187657.33333333334,1628706.0,37.8
330273,CARMEL,NY,Putnam,738,15.3,0.0,0.936,,0.869,0.512408,0.211135,0.091811,2.327532,1.373858,4.742852,3.7420370000000003,4.728448,0.8454860000000001,1.037056,0.9486549999999999,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.05420054200542006,0.34823848238482386,0.4065040650406504,0.7262872628726287,0.4986449864498645,164,,,63,62,69811.33333333333,98320.0,44.5
330277,CORNING,NY,Steuben,349,15.1,,0.0,,0.488,0.349414,0.22263200000000002,0.09385800000000001,2.747404,1.411917,4.7422949999999995,3.7075669999999996,4.80044,0.8572799999999999,1.16287,0.920104,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,0.08595988538681948,0.47277936962750716,0.7765042979942693,0.4699140401146132,0.839541547277937,158,2,medium,59,99,47308.666666666664,95379.0,43.1
330279,BUFFALO,NY,Erie,913,14.8,0.647,0.374,0.442,0.499,1.972939,0.21608200000000002,0.091761,2.473823,1.8637860000000002,3.6587910000000003,4.5291760000000005,4.551413,0.799981,1.1876959999999999,1.40305,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,0.26506024096385544,0.2059145673603505,0.3263964950711939,0.05366922234392114,0.3515881708652793,204,,,48,72,53149.0,918702.0,40.3
330285,ROCHESTER,NY,Monroe,1528,16.5,0.648,0.605,0.845,0.821,0.168933,0.21177600000000002,0.10054400000000001,3.55064,2.048606,4.55675,3.893771,7.932858,0.7582899999999999,1.460053,1.092295,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,0.1649214659685864,0.12303664921465969,0.3147905759162304,,0.193717277486911,228,3,very high,36,83,54882.0,741770.0,39.4
330286,WEST ISLIP,NY,Suffolk,2402,16.3,0.588,0.361,2.034,0.392,3.2513490000000003,0.302365,0.10930999999999999,2.48968,2.3994869999999997,2.800868,7.463559,4.812775,0.7922060000000001,1.201257,1.9612189999999998,3.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,0.1298917568692756,0.20815986677768525,0.3093255620316403,0.07660283097418817,0.40091590341382183,237,1,very high,73,78,72700.66666666667,1476601.0,42.0
330304,WHITE PLAINS,NY,Westchester,2441,14.9,0.427,0.917,1.134,0.284,0.45611899999999994,0.216968,0.111203,3.209925,1.3832229999999999,5.465362,3.962332,6.201157,0.797722,1.274709,1.068981,4.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,0.08398197460057354,0.12822613682916836,0.24825891028267102,0.10651372388365424,0.48340843916427695,130,1,very high,70,100,111558.33333333333,967506.0,41.3
330307,ITHACA,NY,Tompkins,624,15.7,0.749,1.019,0.0,0.613,0.656849,0.278167,0.09247899999999999,2.857072,1.384939,4.048271,5.010692,5.581415,0.8462209999999999,1.087692,1.102352,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,0.16346153846153846,0.2387820512820513,0.358974358974359,0.530448717948718,0.46153846153846156,212,,,40,78,46743.333333333336,102180.0,31.8
330331,PLAINVIEW,NY,Nassau,1164,14.4,0.564,1.315,0.871,0.429,0.35587199999999997,0.23999600000000001,0.090316,2.459838,1.403713,5.384864,3.939427,5.1459980000000005,0.8256870000000001,0.9188129999999999,0.9602459999999999,3.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,0.03350515463917526,0.13402061855670103,0.390893470790378,0.17869415807560138,0.47164948453608246,202,0,medium,50,76,92551.33333333333,1356924.0,41.8
330332,BETHPAGE,NY,Nassau,892,15.8,0.0,0.0,0.0,0.431,1.409361,0.202007,0.104902,2.323474,1.39411,4.815468,4.19857,4.729083999999999,0.836493,1.342934,1.243018,4.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,,0.3475336322869955,0.4977578475336323,,0.49551569506726456,201,,,69,88,92551.33333333333,1356924.0,41.8
